First name,Name,Citation,SDG
Arthur,GONCALVES DE CARVALHO,"BUNIA, S., GONCALVES DE CARVALHO, A., CAMPBELL, O., CARVALHO, A., ALLURI, V. (2024). SCeFSTA: Smart Contract enabled Fair, Secure, and Transparent Auction for Healthcare Transportation. <i>2024 IEEE International Systems Conference</i>.",Good Health and Well-Being
Arthur,GONCALVES DE CARVALHO,"CARVALHO, A., GONCALVES DE CARVALHO, A., ANDERSON, C., ZAVOLOKINA, L. (2024). Designing Incentives for Attracting Peer Reviewers to Information System Conferences. <i>Communications of the Association for Information Systems</i>, <i>54</i>, 1011-1021. doi:10.17705/1CAIS.05441.",NONE
Arthur,GONCALVES DE CARVALHO,"CARVALHO, A., GONCALVES DE CARVALHO, A., MERHOUT, J., KADIYALA, Y., BENTLEY II, J. (2021). When good blocks go bad: Managing unwanted blockchain data. <i>International Journal of Information Management</i>, <i>57</i>, 102263. doi:10.1016/j.ijinfomgt.2020.102263.",NONE
Arthur,GONCALVES DE CARVALHO,"CORTEZ, V., GONCALVES DE CARVALHO, A., RABELO, R., CARVALHO, A., FLORIS, A., PILLONI, V. (2024). On the Impact of Flexibility on Demand-Side Management: Understanding the Need for Consumer-Oriented Demand Response Programs. <i>International Journal of Energy Research</i>, <i>2024</i>, 1-15. doi:10.1155/2024/8831617.","Affordable and Clean Energy, Sustainable Cities and Communities"
Arthur,GONCALVES DE CARVALHO,"GONCALVES DE CARVALHO, A., GRGI?, D., PODOBNIK, V., CARVALHO, A. (2022). Deriving and validating emotional dimensions from textual data. <i>Expert Systems with Applications</i>, <i>198</i>, 116721. doi:10.1016/j.eswa.2022.116721.",NONE
Arthur,GONCALVES DE CARVALHO,"GONCALVES DE CARVALHO, A., ZAVOLOKINA, L., HEIN, A., CARVALHO, A., SCHWABE, G., KRCMAR, H. (2024). Preface to the special issue on “Enterprise and organizational applications of distributed ledger technologies”. <i>Electronic Markets</i>, <i>34</i> (1). doi:10.1007/s12525-023-00688-7.",NONE
Arun,Lakshmanan,"DELVECCHIO, D., LAKSHMANAN, A., KRISHNAN, H. (2009). The Effects of Discount Location and Frame on Consumers' Price Perceptions. <i>Journal of Retailing</i>, <i>85</i> (September), 336-346.",
Arvind,Agrawal,"FRIEND, S., JOHNSON, J., AGRAWAL, A. (2016). Dimensions and Contingent Effects of Variable Compensation System Changes. <i>Journal of Business Research</i>, <i>69</i> (8), 2923-2930.",
Arvind,KRISHNA,"MYERS, W., KRISHNA, A., JOSEPH, R., BRENNEMAN, W. (2022). Robust Experimental Designs for Model Calibration. <i>Journal of Quality Technology</i>.",NONE
Arvind,Rangaswamy,"PULIGADDA, S., GREWAL, R., RANGASWAMY, A., KARDES, F. (2007). Optimizing Variety in Mass Customization: A Theoretical Perspective. <i>Advances in Consumer Research</i>, <i>34</i>, 740-742.",
Ashkan,Negahban,"ALAMDAR YAZDI, M., NEGAHBAN, A., CAVUOTO, L., MEGAHED, F. (2019). Optimization of Split Keyboard Design for Touchscreen Devices. <i>International Journal of Human-Computer Interaction</i>, <i>35</i> (6), 468-477. doi:10.1080/10447318.2018.1464255.",NONE
Ashok,Lalwani,"LALWANI, A., WANG, J. (2019). How Do Consumers' Cultural Backgrounds and Values Influence Their Coupon Proneness?: A Multi-Method Investigation. <i>Journal of Consumer Research</i>, <i>45</i> (5), 1037-1050.",
Ashok,Lalwani,"LALWANI, A., WANG, J., SILVERA, D. (2020). Price Promotion (In)consistency and Consumers' Brand Evaluations.. <i>Journal of the Association for Consumer Research</i>.",
Ashok,Lalwani,"LALWANI, A., WANG, J., SILVERA, D. (2020). The Effect of Cultural Self-construal on Regulatory Mode. <i>Journal of Business Research</i>.",
Ashok,Lalwani,"LEE, H., LALWANI, A., WANG, J. (2020). Price No Object!: The Impact of Power Distance Belief on Consumers' Price Sensitivity. <i>Journal of Marketing</i>. doi:https://doi.org/10.1177/0022242920929718.",
Ashok,Lalwani,"SUN, S., YANG, Z., LALWANI, A. (2021). Local versus Global: The Effect of Identity Salience on Impulsive Consumption. <i>Association for Consumer Research</i>.","Good Health and Well-Being, Responsible Consumption and Production, Sustainable Cities and Communities"
Ashok,Lalwani,"WANG, J., ESTEKY, S., LALWANI, A., LI (2019). The Effect of Power Distance on Consumers' Preference for Logo Size. <i>China India Insights Conference</i>, Cambridge.",
Ashok,Lalwani,"WANG, J., ESTEKY, S., LALWANI, A., LI (2019). The Effect of Power Distance on Consumers' Preference for Logo Size. <i>China India Insights Conference</i>, Cambridge.",
Ashok,Lalwani,"WANG, J., ESTEKY, S., LALWANI, A., LI, X. (2019). The Effect of Power Distance on Consumers' Preference for Logo Size.",
Ashok,Lalwani,"WANG, J., LALWANI, A. (2019). The Distinct Influence of Power Distance Perception and Power Distance Values on Customer Satisfaction in Response to Loyalty Programs. <i>International Journal of Research in Marketing</i>, <i>36</i> (4), 580-596.",
Ashok,Lalwani,"WANG, J., LALWANI, A. (2019). The Interactive Effect of Cultural Self-Construal and Social Exclusion on Consumers' Impression Management Goal Pursuit. <i>Journal of Business Research</i>, <i>100</i> (July), 51-60.",
Ashok,Lalwani,"WANG, J., LALWANI, A., DELVECCHIO, D. (2018). Cultural Values and Consumers' Brand Preference. <i>Advances in Consumer Research, (2018). (Association for Consumer Research Conference)</i>, Baltimore.",
Ashok,Lalwani,"WANG, J., LALWANI, A., DELVECCHIO, D. (2018). Cultural Values and Consumers' Brand Preference. <i>Advances in Consumer Research, (2018). (Association for Consumer Research Conference)</i>, Baltimore.",
Ashok,Lalwani,"WANG, J., LALWANI, A., DELVECCHIO, D. (2022). The Impact of Power Distance Belief and Consumers' Brand Preference. <i>International Journal of Research in Marketing</i>, <i>39</i> (3), 804-823. doi:org/10.1016/j.ijresmar.2021.11.004.",NONE
Ashok,Lalwani,"WANG, J., TORELLI, C., LALWANI, A. (2020). The Interactive Effect of Power Distance Belief and Consumers' Status on Preference for National (vs. Private-label) Brands. <i>Journal of Business Research</i>, <i>107</i>, 1-12.",
Ashok,Lalwani,"YANG, Z., SUN, S., JIN, M., LALWANI, A. (2022). The Impact of Tightness-Looseness on Consumer's Impulsive Consumption Tendency. <i>Association for Consumer Research</i>.","Good Health and Well-Being, Responsible Consumption and Production"
Ashok K.,Lalwani,"YANG, Z. Y., SUN, S., LALWANI, A. K., JANAKIRAMAN, N. (2019). How Does Consumers’ Local or Global Identity Influence Price–Perceived Quality Associations? The Role of Perceived Quality Variance. <i>Journal of Marketing</i>, <i>83</i> (3), 145-162. doi:10.1177/0022242918825269.","Good Health and Well-Being, Responsible Consumption and Production, Sustainable Cities and Communities"
Asta,Saalmi,"KNIGHT, L., TATE, W., ELLRAM, L., VAN RAAIJ, E., SAALMI, A. (2019). Looking Back and looking forward. <i>Journal of Purchasing and Supply Management</i>, <i>25</i> (4).",
Asta,Salmi,"KNIGHT, L., TATE, W. L., ELLRAM, L., SALMI, A., VAN RAAIJ, E. M., WAGNER, S. M. (2019). Looking back & looking forward. <i>European Journal of Purchasing and Supply Management</i>, <i>25</i> (5), 100582. doi:10.1016/j.pursup.2019.100582.",NONE
Audra,QUINN,"HEALES, K., QUINN, A., FULLER, L. (2022). A Piece of Cake or Half Baked? <i>International Journal of Instructional Cases</i>.",Decent Work and Economic Growth
Audrey,Light,"NENCKA, P., LIGHT, A. (2019). Predicting educational attainment: Does grit compensate for low levels of cognitive ability. <i>Learning and Individual Differences</i>. doi:https://doi.org/10.1016/j.lindif.2019.02.002.",
Austin,SMITH,"ACTON, R., AL KHAFAJI-KING, J., SMITH, A. (2023). Suspended from Work and School: Impacts of Layoff Events and Unemployment Insurance on Disciplinary Incidence. <i>IZA Discussion Paper</i>.","Decent Work and Economic Growth, Quality Education, Reduce Inequalities"
Austin,SMITH,"ACTON, R., SMITH, A., AL KHAFAJI-KING, J. (2023). Suspended from Work and School: Impacts of Layoff Events and Unemployment Insurance on Student Disciplinary Incidence. New Orleans, LA.","Quality Education, Reduce Inequalities"
Austin,SMITH,"BOWBLIS, J., SMITH, A. (2021). Occupational Licensing of Social Services and Nursing Home Quality: A Regression Discontinuity Approach. <i>ILR Review (Industrial and Labor Relations Review)</i>, <i>74</i> (1), 199-223. doi:10.1177/0019793919858332.",Good Health and Well-Being
Austin,Smith,"CADENA, B., SMITH, A. (2017). Performance Pay and Productivity in Health Care: Evidence from Community Health Centers. <i>Southern Economic Association Meetings</i>, Tampa.",
Austin,Smith,"CADENA, B., SMITH, A. (2017). Performance Pay and Productivity in Health Care: Evidence from Community Health Centers. <i>Southern Economic Association Meetings</i>, Tampa.",
Austin,Smith,"EVEN, W., SMITH, A. (2018). Greek Life, Academics, and Earnings. <i>Seminar at the University of Maine</i>, Orono.",
Austin,Smith,"EVEN, W., SMITH, A. (2018). Greek Life, Academics, and Earnings. <i>Seminar at the University of Maine</i>, Orono.",
Austin,Smith,"EVEN, W., SMITH, A. (2020). Greek Life, Academics, and Earnings. <i>Journal of Human Resources</i>.",
Austin,Smith,"HA, J. Y., SMITH, A. (2019). Legal access to alcohol and academic performance: Who is affected? <i>Economics of Education Review</i>.",
Austin,Smith,"MADONIA, G., SMITH, A. (2018). All-In or Checked-Out? Disincentives and Selection in Income Share Agreements. <i>Seminar at West Virginia University</i>, Morgantown.",
Austin,Smith,"MADONIA, G., SMITH, A. (2019). All-In or Checked-Out? Disincentives and Selection in Income Share Agreements. <i>Journal of Economic Behavior and Organization</i>.",
Austin,Smith,"SMITH, A. (2016). Spring Forward At Your Own Risk: Daylight Saving Time and Fatal Vehicle Crashes. <i>American Economic Journal: Applied Economics</i>.",
Austin C.,Smith,"ROBERTS, A. R., SMITH, A. C., BOWBLIS, J. (2020). Nursing Home Social Services and Post-Acute Care: Does More Qualified Staff Improve Behavioral Symptoms and Reduce Antipsychotic Drug Use? <i>Journal of the American Medical Directors Association</i>, <i>21</i> (3), 388-394. doi:10.1016/j.jamda.2019.07.024.",Good Health and Well-Being
Avinash,Malshe,"FRIEND, S., JOHNSON, J., MALSHE, A. (2016). Mixed Interpretations of Sales Proposal Signals. <i>Journal of Personal Selling & Sales Management</i>, <i>36</i> (3), 264-280.",
Avinash,Malshe,"FRIEND, S., MALSHE, A. (2016). Key Skills for Crafting Customer Solutions within an Ecosystem:  A Theories-In-Use-Perspective. <i>Journal of Services Research</i>, <i>19</i> (2), 174-191.",
Avinash,Malshe,"FRIEND, S., MALSHE, A. (2016). Managing Customer Non-Receptivity during Value Co-creation.",
Avinash,Malshe,"FRIEND, S., MALSHE, A. (2018). Initiating Value Co-Creation: Dealing with Non-Receptive Customers. <i>Journal of the Academy of Marketing Science</i>, <i>46</i> (5), 895-920.",
Avinash,Malshe,"FRIEND, S., MALSHE, A., AL-KHATIB, J., AL-HABIB, M., AL-TORKISTANI, H. (2017). Strategic and Operational Alignment of Sales-Marketing Interfaces: Dual Paths within an SME Configuration. <i>Industrial Marketing Management</i>, <i>66</i> (1), 145-158.",
Avinash,Malshe,"FRIEND, S., MALSHE, A., FISHER, G. (2019). Sales-Service Interfaces in B2B Value Co-Creation. <i>AMA Summer Educators Conference</i>, Chicago.",
Avinash,Malshe,"FRIEND, S., MALSHE, A., FISHER, G. (2019). Sales-Service Interfaces in B2B Value Co-Creation. <i>AMA Summer Educators Conference</i>, Chicago.","Industry, Innovation and Infrastructure"
Avinash,Malshe,"FRIEND, S., MALSHE, A., FISHER, G. (2019). Sales-Service Interfaces in B2B Value Co-Creation. <i>American Marketing Association Summer Conference</i>.","Industry, Innovation and Infrastructure"
Avinash,Malshe,"FRIEND, S., MALSHE, A., FISHER, G. (2020). What Drives Customer Re-Engagement? The Foundational Role of the Service-Sales Interplay in Episodic Value Co-Creation. <i>Industrial Marketing Management</i>, <i>84</i> (1), 271-286.",
Avinash,Malshe,"FRIEND, S., MALSHE, A., FISHER, G. (2020). What Drives Customer Re-Engagement? The Foundational Role of the Service-Sales Interplay in Episodic Value Co-Creation. <i>Industrial Marketing Management</i>, <i>84</i> (1), 271-286. doi:10.1016/j.indmarman.2019.07.012.",
Avinash,Malshe,"MALSHE, A., HUGHES, D., GOOD, V., FRIEND, S. (2022). Marketing Strategy Implementation Impediments and Remedies: A Multi-Level Theoretical Framework within the Sales-Marketing Interface. <i>International Journal of Research in Marketing</i>, <i>39</i> (3), 824-846. doi:10.1016/j.ijresmar.2021.10.002.",
Avinash,Malshe,"PETERSON, R., MALSHE, A., FRIEND, S., DOVER, H. (2021). Sales Enablement: Conceptualizing and Developing a Dynamic Capability. <i>Journal of the Academy of Marketing Science</i>, <i>40</i> (3), 542-565.",
Ayse,Akincigil,"AKINCIGIL, A., BOWBLIS, J., LEVIN, C., JAN, S., PATEL, M. (2005). Refill Persistence with Beta-Blockers, Ace Inhibitor, and Statin Therapy After an Acute Myocardial Infarction. <i>Proceedings of the Air Pollution Control Association Conference</i>, <i>111</i> (20), pp. e350.",
Ayse,Akincigil,"AKINCIGIL, A., BOWBLIS, J., LEVIN, C., JAN, S., PATEL, M. (2008). Long-Term Adherence to Evidence Based Secondary Prevention Therapies after Acute Myocardial Infarction. <i>Journal of General Internal Medicine</i>, <i>23</i> (2), 115-21.",
Ayse,Akincigil,"AKINCIGIL, A., BOWBLIS, J., LEVIN, C., WALKUP, J., JAN, S. (2007). Adherence to Antidepressant Treatment Among Privately Insured Patients Diagnosed with Depression. <i>Annual Meeting of the Midwest Decision Sciences Institute</i>, <i>45</i> (4), pp. 363-369.",
Ayse,Akincigil,"PRINCE, J., AKINCIGIL, A., KALAY, E., WALKUP, J., HOOVER, D. (2008). Readmission Following Psychiatric Rehospitalization Among U.S. Elderly. <i>Psychiatric Services</i>, <i>59</i> (9), 1038-1045.",
Ayse,Sapci,"SAPCI, A., VU, N. (2022). Housing Wealth Reallocation between Subprime and Prime Borrowers During Recessions. <i>Macroeconomics Dynamics</i>, <i>26</i> (7), 1775 - 1805. doi:https://doi.org/10.1017/S1365100521000055.",
Ayse,Sapci,"VU, N., SAPCI, A. (2018). Housing Wealth Reallocation between Subprime and Prime Borrowers during Recessions. <i>Vanderbilt University</i>, Nashville.",
Ayse,Sapci,"VU, N., SAPCI, A. (2018). Housing Wealth Reallocation between Subprime and Prime Borrowers during Recessions. <i>Vanderbilt University</i>, Nashville.",
Aysu,Gocer,"GOCER, A., JIN, Y., FAWCETT, S. (2017). Supply Chain Risk and Sustainability Dimensions in Food Retailing. <i>European Operations Management Association (EUROMA)</i>.",
Aysu,Gocer,"GOCER, A., JIN, Y., FAWCETT, S. (2019). How Does the Contingent Sustainability–Risk–Cost Relationship Affect the Viability of CSR? An Emerging Economy Perspective. <i>Sustainability</i>. doi:10.3390/su11195435.",
B,Baliga,"RAJKUMAR, T. M., BALIGA, B., YADAV, S. (1991). Incorporating Cognitive Tools in DSS. <i>Proc. 11th International Decision Support Systems Conference</i>.",
B,Ballou,"HEITGER, D., BALLOU, B. (2008). Coordinating Risk Management and Performance Measurement.",
B,Barmore,"SWIERINGA, K., UNDERWOOD, M., BARMORE, B., LEONARD, R. (2014). An evaluation of a flight deck interval management algorithm including delayed target trajectories., pp. 16-20.",
B,Becton,"BECTON, B., WALKER, J., JONES-FARMER, L. (2014). Generational Differences in Workplace Behavior. <i>Journal of Applied Social Psychology</i>, <i>44</i> (3), 175-189.",
B,Cannatelli,"SMITH, B., KISTRUCK, G., CANNATELLI, B. (2016). The impact of moral intensity and desire for control on scaling decisions in social entrepreneurship. <i>Journal of Business Ethics</i>, <i>133</i>, 677-689.",
B,Cannatelli,"SMITH, B., KNAPP, J., BARR, T., STEVENS, C., CANNATELLI, B. (2013). Social enterprises and the timing of conception. <i>Edward Elgar</i>.",
B,Edwards,"PERDOMO, B., JONES-FARMER, L., EDWARDS, B., , D. (2014). The Robustness of ME/I Evaluations to Among-Group Dependence. <i>Structural Equation Modeling: A Multidisciplinary Journal</i>, <i>21</i>, 40-53.",
B,Fay,"BRANDYBERRY, A., FAY, B., NWANKPA, J., ROUMANI, Y. (2009). Exploring the Impact of Tangible Extrinsic Rewards on the Initial Trial of a Technology.",
B,Giles,"BECTON, J., FEILD, H., GILES, B., JONES-FARMER, L. (2008). Racial Differences in Promotion Candidate Performance and Reactions to Selection Procedures: A Field Study in a Diverse Top-Management Context. <i>Journal of Organizational Behavior</i>, <i>29</i>, 265-285.",
B,Giles,"WALKER, J., FEILD, H., GILES, B., BEMERTH, J., JONES-FARMER, L. (2007). An Assessment of Attraction Toward Affirmative Action Organizations: Investigating the Role of Individual Differences. <i>Journal of Organizational Behavior</i>, <i>28</i>, 485-505.",
B,Hazen,"CEGEILSKI, C., JONES-FARMER, L., WU, Y., HAZEN, B. (2012). Adoption of Cloud Computing Technologies in Supply Chains:  An Organizational Information Processing Theory Approach.. <i>The International Journal of Logistics Management</i>, <i>23</i> (2), 184-211.",
B,Hazen,"HAZEN, B., BOONE, C., EXELL, J., JONES-FARMER, L. (2014). Data Quality for Data Science, Predictive Analytics, and Big Data in Supply Chain Management: An Introduction to the Problem and Suggestions for Research and Applications. <i>International Journal of Production Economics</i> (154), 72-80.",
B,Hazen,"HAZEN, B., KUNG, L., CEGEILSKI, C., JONES-FARMER, L. (2014). Performance Expectancy and Use of Enterprise Architecture: Training as an Intervention. <i>Journal of Enterprise Information Management</i>, <i>27</i> (2).",
B,Hazen,"HAZEN, B., OVERSTREET, R., JONES-FARMER, L., FIELD, H. (2012). The Role of Ambiguity Tolerance in Consumer Perception of Remanufactured Products. <i>International Journal of Production Economics</i>, <i>135</i> (2), 781-790.",
B,Hazen,"HAZEN, B., SANKAR, C., WU, Y., JONES-FARMER, L. (2012). A Proposed Framework for Educational Innovation Dissemination. <i>Journal of Educational Technology Systems</i>, <i>40</i> (3), 301-321.",
B,Hazen,"HAZEN, B., WU, Y., CEGIELSKI, C., JONES-FARMER, L., HALL, D. (2012). Consumer Reactions to the Adoption of Green Reverse Logistics. <i>International Review of Retail, Distribution and Consumer Research</i>, <i>22</i> (4), 417-434.",
B,Hazen,"JONES-FARMER, A., EZELL, J., HAZEN, B. (2014). Applying Control Chart Methods to Enhance Data Quality. <i>Technometrics</i>, <i>56</i> (1), 29-41.",
B,Kanago,"DAVIS, G., HINELINE, D., KANAGO, B. (2011). Inflation and Real Sectoral Output Shares: Dynamic Panel Model Evidence from Seven OECD Countries. <i>Journal of Macroeconomics</i>, <i>33</i> (4), 607-619.",
B,Laseke,"LASEKE, B., PALMISANO, J. (1988). Evaluation of Integrated Acid Rain Emission Control Systems for Existing Coal-Fired Utility Boilers. <i>Fourth Symposium on Integrated Environmental Control</i>.",
B,Laseke,"LASEKE, B., PALMISANO, P. (1986). The Integrated Air Pollution Control System Cost and Performance Model.",
B,Perdomo,"PERDOMO, B., JONES-FARMER, L., EDWARDS, B., , D. (2014). The Robustness of ME/I Evaluations to Among-Group Dependence. <i>Structural Equation Modeling: A Multidisciplinary Journal</i>, <i>21</i>, 40-53.",
B,SCHABER,"EATON, T., SCHABER, B. (2023). ESG Reporting: What Accountants Need to Know! <i>New Accountant</i>.","Affordable and Clean Energy, Responsible Consumption and Production"
B,SCHABER,"EATON, T., SCHABER, B. (2024). Accountants Driving Sustainable Change: Where are we now and where are we going? <i>Strategic Finance</i>.","Affordable and Clean Energy, Responsible Consumption and Production"
B,Smith,"KICKUL, J., SOHL, J., SMITH, B. (2006). Send me an Angel? Comparing Screening Final Investment Choices of Informal Investors and Venture Capitalist.. <i>Babson College</i>.",
B,Smucker,"OCKULY, R., WEESE, M., SMUCKER, B., EDWARDS, D., CHANG, L. (2017). Response Surface Experiments: A Meta-Analysis.. <i>Chemometrics and Intelligent Laboratory Systems</i>, <i>164</i>, 64-75. doi:10.1016/j.chemolab.2017.03.009.","Industry, Innovation and Infrastructure"
B,Smucker,"WEESE, M., EDWARDS, D., SMUCKER, B. (2017). A Criteria for Constructing Powerful Supersaturated Designs when Effect Directions are Known. <i>Journal of Quality Technology</i>, <i>49</i> (3), 265-277. doi:10.1080/00224065.2017.11917994.","Industry, Innovation and Infrastructure"
B,Smucker,"WEESE, M., SMUCKER, B., EDWARDS, D. (2015). Searching for Powerful Supersaturated Designs. <i>Journal of Quality Technology</i>, <i>47</i> (1), 66-84.",
B,Swider,"HARARI, D., SWIDER, B., STEED, L., BREIDENTHAL, A. (2018). Is perfect good? A meta-analysis of perfectionism in the workplace.. <i>Journal of Applied Psychology</i>, <i>103</i> (10), 1121–1144. doi:https://doi.org/10.1037/apl0000324.",
B,Weng,"WENG, B., ABRAAR, M., MEGAHED, F. (2017). Stock Market One-Day Ahead Movement Prediction Using Disparate Data Sources. <i>Expert Systems with Applications</i>, <i>79</i>, 153-163.",
B,Weng,"WENG, B., TSAI, Y.-T., LI, C., LU, L., BARTH, J. (2018). Macroeconomic Indicators Alone Can Predict the Monthly Closing Price of Major US Indices: Insights from artificial intelligence, time-series analysis and hybrid models. <i>Applied Soft Computing</i>, <i>71</i>, 685-697.",
B,Weng,"WENG, B., WANG, X., LU, L., MARTINEZ, W., MEGAHED, F. (2018). Predicting Short-Term Stock Prices using Ensemble Methods and Online Data Sources. <i>Expert Systems with Applications</i>, <i>112</i>, 258-273.",
B,Weng,"WENG, B., WANG, X., LU, L., MEGAHED, F. (2018). Predicting Stock Market Short-Term Prices using Machine Learning. <i>Expert Systems with Applications</i>.",
B.,Ashenbaum,"ASHENBAUM, B., MALTZ, A., ELLRAM, L., BARATT, M. (2009). Organizational Alignment and Supply Chain Governance Structure Introduction and Construct Validation. <i>The International Journal of Logistics Management</i>.",
B.,Ashenbaum,"GERHARDT, M., ASHENBAUM, B., NEWMAN, W. (. (2009). Proactive Personality and Job Performance: the Interviewing Roles of Self-Management and Job Tenure. <i>Journal of Occupational and Organizational Psychology</i>, <i>16</i> (1), 61-72.",
B.,Avolio,"WALUMBWA, F., LAWLER, J., AVOLIO, B., WANG, P. (2005). Transformational Leadership and Work-related Attitudes: The Moderating Effects of Collective and Self-efficacy Across Cultures.. <i>Journal of Leadership and Organizational Studies</i>, <i>11</i> (3), 2-16.",
B.,Ballou,"HEITGER, D., BALLOU, B. (2016). Achieving Strategic and Performance Objectives at Emirates Airlines. <i>https://www.kpmguniversityconnection.com/University/view/curriculum/?module_id=3</i>.",
B.,Ballou,"HEITGER, D., BALLOU, B. (2017). Developing and Applying Expertise to Dubai's Upscale Hospitality Industry: Jumeirah Hotels and Dubai Parks and Resorts. <i>http://www.kpmguniversityconnection.com/University/view/curriculum/?module id=128</i>.",
B.,Ballou,"HEITGER, D., BALLOU, B., GERHARDT, M. (2018). Effectively Managing Outsourcing Risk by Engaging Service Providers that Have Effective Internal Controls Verified by an Independent Attester. <i>23rd Annual North American Research/Teaching Symposium on Purchasing and Supply Management (NARS)</i>, <i>23</i> (1).",
B.,Barmore,"BARMORE, B., SWIERINGA, K., UNDERWOOD, M., ABBOTT, T., LEONARD, R. (2016). Development of an Internal Management Algorithm using Ground Speed Feedback for Delayed Traffic. <i>Institute for Supply Management North American Research Symposium</i>.",
B.,Cannatelli,"CANNATELLI, B., MINCIULLO, M., SMITH, B. (2014). La social entrepreneurship e il processo di creazione della conoscenza: Il ruolo del 'ba'. <i>Impresa Progetto</i>.",
B.,Cannatelli,"CANNATELLI, B., SMITH, B. (2011). Open innovation: Quali contributi per la social entrepreneurship? <i>Impresa Progetto</i>.",
B.,Cannatelli,"CANNATELLI, B., SMITH, B. (2012). Ba creation and expansion in social venture partnerships. <i>Psychological Development and Education [China]</i>.",
B.,Connelly,"CONNELLY, B., DALTON, T., MURPHY, D., ROSALES, D., HAVELKA, D. (2016). Too much of a good thing: User leadership at TPAC. <i>Information Systems Education Journal</i>, <i>14</i> (2).",
B.,Connelly,"CONNELLY, B., DALTON, T., MURPHY, D., ROSALES, D., HAVELKA, D. (2016). Too much of a good thing: User leadership at TPAC. <i>Information Systems Education Journal</i>, <i>14</i> (2).",
B.,Connelly,"HOLCOMB, T., HOLMES, R., CONNELLY, B. (2009). Making the most of what you've got: Managerial ability as a source of resource value creation.. <i>Strategic Management Journal</i>, <i>30</i> (5), 457-485.",
B.,Dixon,"MEHRA, A., SMITH, B., DIXON, B., ROBERTSON, B. (2006). Distributed leadership in teams: The network of leadership perceptions and team performance. <i>Leadership Quarterly</i>.",
B.,Flynn,"FLYNN, B., HUANG, X., ZHAO, X. (2014). Supply Chain Management in Emerging Markets: Critical Research Issues. <i>Journal of Supply Chain Management</i>.",
B.,Francus,"ALDRICH, J., FRANCUS, B., GOTETI, N., LEE, D., TONSKI, S., HAVELKA, D. (2015). The loose bolt-on: Implementation issues at CPC. <i>EDSIG Conference</i>.",
B.,Frisby,"FRISBY, B., MATIG, J., HARRIS, C. (2019). Applying communication  privacy management to support group facilitators: An examination of boundary insiders, outsiders, turbulence, and privacy rules.. <i>National Communication Association</i>, Maryland.",
B.,Frisby,"FRISBY, B., MATIG, J., HARRIS, C. (2019). Stress and coping following the death of a parent.. <i>Cambridge University Press</i>.",
B.,Fugate,"FAWCETT, S., ELLRAM, L., FUGATE, B., KANNAN, V., BERNARDES, E. (2019). Operations and Supply Chain Management: Enhancing Competitiveness and Customer Value..",
B.,FUGATE,"MASORGO, N., DOBRZYKOWSKI, D., FUGATE, B. (2024). Last-Mile Delivery: A Process View, Framework, and Research Agenda. <i>Journal of Business Logistics</i>, <i>45</i> (4), e12397. doi:https://doi.org/10.1111/jbl.12397.",NONE
B.,Hertberg,"SIRIWARDANE, H., LOW, K., HERTBERG, B. (2015). Making entry-level accountants better communicators:  Singapore-based study of communication tasks, skills, and attributes. <i>Issues in Accounting Education</i>, <i>33</i> (4). doi:10.1016/j.jaccedu.2015.08.001.",
B.,Ivanov,"MATIG, J., IVANOV, B., DRAGOJEVIC, M. (2019). A communication theory of identity approach to hypocrisy induction: Using identity gaps to facilitate health behavior change.. <i>International Communication Association</i>, Washington.",
B.,Ivanov,"PARKER, K., IVANOV, B., MATIG, J., DILLINGHAM, PERITORE, N. (2020). Inoculation Booster Messages: Frequency, Content, and Timing. <i>National Communication Association</i>, Indianapolis.",
B.,Ivanov,"PARKER, K., IVANOV, B., MATIG, J., DILLINGHAM, PERITORE, N. (2020). Inoculation Booster Messages: Frequency, Content, and Timing. <i>National Communication Association</i>, Indianapolis.",
B.,Lewis,"BOONE, M., HURST, M., LEWIS, B., STANTON, S., TESAK, J., HAVELKA, D. (2015). Vanilla with a swirl: Implementation at BCC. <i>EDSIG Conference</i>.",
B.,Orwa,"WALUMBWA, F., ORWA, B., WANG, P. (2005). Transformational Leadership, Organizational Commitment, and Job Satisfaction: A Comparative Study of Kenyan and the United States Financial Firms. <i>Human Resource Development Quarterly</i>, <i>16</i> (2), 235-256.",
B.,Robertson,"MEHRA, A., SMITH, B., DIXON, B., ROBERTSON, B. (2006). Distributed leadership in teams: The network of leadership perceptions and team performance. <i>Leadership Quarterly</i>.",
B.,Smith,"KICKUL, J., BARBOSA, S., SMITH, B. (2008). The road less intended: Integrating entrepreneurial cognition and risk in entrepreneurship education.. <i>Journal of Enterprising Culture</i>.",
B.,Smith,"SMITH, B., HOLCOMB, T. (2019). Innovating on and beyond campus: Entrepreneurship at Miami University. <i>Annals of Entrepreneurship Education & Pedagogy</i>.",
B.,Smith,"WESOLOWSKI, M., HORNSBY, J., SMITH, B., BENSON, P. (1989). What is in a name: The impact of job titles on job evaluation results. <i>Journal of Business and Psychology</i>, <i>3</i>, 341-352.",
B.,Snavely,"LUZADIS, R., WESOLOWSKI, M., SNAVELY, B. (2008). Understanding Criterion Choice in Hiring Decisions From a Prescriptive Gender Bias Perspective.. <i>Journal of Managerial Issues</i>, <i>XX</i> (4), 468-484.",
B.,Tonn,"ELLIOTT, S., PERETZ, J., TONN, B., HWANG, H., BOHM, R. (1994). Hazardous Waste Capacity Assurance Planning:  Volumes for One-Time Remediation. <i>Remediation</i>, <i>4</i> (4), 405-424.",
