pub_year,citation,no_sdg_listed,sdg1_no_poverty,sdg2_zero_hunger,sdg3_good_health_and_well_being,sdg4_quality_education,sdg5_gender_equality,sdg6_clean_water_and_sanitation,sdg7_affordable_and_clean_energy,sdg8_decent_work_and_economic_growth,sdg9_industry_innovation_and_infrastructure,sdg10_reduce_inequalities,sdg11_sustainable_cities_and_communities,sdg12_responsible_consumption_and_production,sdg13_climate_action,sdg14_life_below_water,sdg15_life_on_land,sdg16_peace_justice_and_strong_institutions,sdg17_partnerships_for_the_goals
2019,"Liao Burke, Q., Wang, M., Zhao, Y. (2019). Nonfinancial Stakeholder Orientation And Timely Loss Recognition. Review Of Pacific Basin Financial Markets And Policies.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019,"Boulton, T., Shohfi, T., Zhu, P. (2019). Angels Or Sharks? The Role Of Personal Characteristics In Angel Investment Decisions. Journal Of Small Business Management, 57, 1280-1303.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019,"Chen, P. C., Smith, P. (2019). Banks' Financial Restatements And Loan Contracting. Fastca Of American Accounting Association Annual Meeting, San Francisco, United States Of America.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,"Liao Burke, Q. (2019). Why Haven't U.s. Gaap And Ifrs On Insurance Contracts Converged? Evidence From An Unsuccessful Joint Project. Journal Of Contemporary Accounting And Economics.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,"Crews, R. (2019). Educating Tutors To Engage In Writing Center Workshop  Purposeful Practices. Writing Lab Newsletter.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Shu, S., Thomas, W. (2019). Managerial Equity Holdings And Income Smoothing Incentives. Journal Of Management Accounting Research. Doi:Doi.org/10.2308/Jmar-51822.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Henry, T. (2019). Security Price Formation And Informed Trading With Constrained Short Selling. Review Of Quantitative Finance And Accounting, 53 (1), 123-151. Doi:Https://Doi.org/10.1007/S11156-018-0745-2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Brink, W. (2019). Special Tax Computation Methods, Tax Credits, And Payment Of Tax. Pearson/Prentice Hall.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Biru, J., Gokkaya, S., Liu, X., Stulz (2020). Are Analyst Trade Ideas Valuable? European  Financial Management Association, Helsinki, Finland.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Evans, C., Dolatsara, H., Chen, Y., Gupta, A., Megahed, F. (2020). A Two-Stage Machine Learning Framework To Predict Heart Transplantation Survival Probabilities Over Time With A Monotonic Probability Constraint. Decision Support Systems, 137, 113363. Doi:10.1016/J.dss.2020.113363.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Yazdanmehr, A., Wang, J., Yang, Z. Y. (2020). Peers Matter: The Moderating Role Of Social Influence On Information Security Policy Compliance. Information Systems Journal, 30 (5), 791-844. Doi:10.1111/Isj.12271.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,"Yang, Z., Jamal, A., Zhou, L. (2020). Recent Advances In Identifying And Theorizing The Role Of Immigrant Entrepreneurs, Ethnicity, And Culture In Industrial Marketing. Industrial Marketing Management.",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2020,"Rysz, M., Xu, G., Semenov, A. (2020). An Integer Programming Approach For The Key Management Problem In Wireless Sensor Networks. Optimization Letters, 14, 1037-1051. Doi:10.1007/S11590-019-01465-2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Megahed, F., Hu, Q., Cai, M., Mohabbati-Kalejahi, N., Mehdizadeh, A., Alamdar Yazdi, M. A., Vinel, A., ... Rigdon, S. (2020). A Review Of Data Analytic Applications In Road Traffic Safety. Part 2: Prescriptive Modeling. Sensors, 20 (4), 1096. Doi:10.3390/S20041096.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Mehdizadeh, A., Megahed, F., Cai, M., Hu, Q., Alamdar Yazdi, M. A., Vinel, A., Rigdon, S., ... Davis, K. (2020). A Review Of Data Analytic Applications In Road Traffic Safety. Part 1: Descriptive And Predictive Modeling. Sensors, 20 (4), 1107. Doi:10.3390/S20041107.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Sedighi Maman, Z., Chen, Y.-J., Baghdadi, A., Lombardo, S., Cavuoto, L. A., Megahed, F. (2020). A Data Analytic Framework For Physical Fatigue Management Using Wearable Sensors. Expert Systems With Applications, 155, 113405. Doi:10.1016/J.eswa.2020.113405.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Bowblis, J., Roberts, A. R. (2020). Cost-Effective Adjustments To Nursing Home Staffing To Improve Quality. Medical Care Research And Review, 77 (3), 274-284. Doi:10.1177/1077558718778081.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Roberts, A. R., Smith, A. C., Bowblis, J. (2020). Nursing Home Social Services And Post-Acute Care: Does More Qualified Staff Improve Behavioral Symptoms And Reduce Antipsychotic Drug Use? Journal Of The American Medical Directors Association, 21 (3), 388-394. Doi:10.1016/J.jamda.2019.07.024.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Shippee, T. P., Ng, W., Roberts, A. R., Bowblis, J. (2020). Family Satisfaction With Nursing Home Care: Findings And Implications From Two State Comparison. Journal Of Applied Gerontology, 39 (4), 385-392. Doi:10.1177/0733464818790381.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Wang, H., Schrock, W. A., Kumar, A., Hughes, D. E. (2020). Effectual Selling In Service Ecosystems. Journal Of Personal Selling & Sales Management, 40 (4), 251-266. Doi:10.1080/08853134.2020.1834865.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,"Ballou, B., Heitger, D., Heitger, L., Pyzoha, J., Reffett, A. (2020). The Effects Of Experience And Client-Preferred Outcomes On Accountants' Complex Loss Valuation Judgments. Journal Of Forensic Accounting Research, 5 (1), 21-35. Doi:10.2308/Jfar-17-008.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Barki, E., De Campos, J. G. F., Lenz, A.-K., Kimmitt, J., Stephan, U., Naigeborin, V. (2020). Support For Social Entrepreneurs From Disadvantaged Areas Navigating Crisis: Insights From Brazil. Journal Of Business Venturing Insights, 14, E00205. Doi:10.1016/J.jbvi.2020.E00205.",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020,"Zucco, C., Lenz, A.-K., Goldszmidt, R., Valdivia, M. (2020). Face-To-Face Vs. Virtual Assistance To Entrepreneurs: Evidence From A Field Experiment In Brazil. Economics Letters, 188, 108922. Doi:10.1016/J.econlet.2019.108922.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,"Ellram, L., Harland, C. M., Van Weele, A., Essig, M., Johnsen, T., Nassimbeni, G., Pagell, M., Van Raaij, E., Rozemeijer, F., Tate, W. L., ... Wynstra, F. (2020). Purchasing And Supply Management's Identity: Crisis? What Crisis? European Journal Of Purchasing And Supply Management, 26 (1), 100583. Doi:10.1016/J.pursup.2019.100583.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Carvalho, A. (2020). Permissioned Blockchain-Based Implementation Of Lmsr Prediction Markets. Decision Support Systems, 130. Doi:10.1016/J.dss.2019.113228.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Carvalho, A., Sambhara, C., Young, P. (2020). What The History Of Linux Says About The Future Of Cryptocurrencies. Communications Of The Association For Information Systems, 46, 18-29.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Silva, I., Rabelo, R., Rodrigues, J., Solic, P., Carvalho, A. (2020). A Preference-Based Demand Response Mechanism For Energy Management In A Microgrid. Journal Of Cleaner Production, 255. Doi:10.1016/J.jclepro.2020.120034.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,"Duan, Y., Shippee, T. P., Ng, W., Akosionu, O., Woodhouse, M., Chu, H., Ahluwalia, J. S., Gaugler, J. E., Virnig, B. A., ... Bowblis, J. (2020). Unmet And Unimportant Preferences Among Nursing Home Residents: What Are Key Resident And Facility Factors? Journal Of The American Medical Directors Association, 21 (11), 1712-1717. Doi:10.1016/J.jamda.2020.06.033.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Shippee, T. T., Ng, W., Duan, Y., Woodhouse, M., Akosionu, O., Chu, H., Ahluwalia, J. S., Gaugler, J. E., Virnig, B. A., ... Bowblis, J. (2020). Changes Over Time In Racial/Ethnic Differences In Quality Of Life For Nursing Home Residents: Patterns Within And Between Facilities. Journal Of Aging And Health, 32 (10), 1498-1509. Doi:10.1177/0898264320939006.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Boulton, T., Braga-Alves, M., Chakrabarty, B. (2020). The Effect Of Disclosure Opacity On Trading Opacity: New Evidence From Adr Trades In Dark Pools. Financial Management Association, N/A.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Christensen, B., Lei, L., Shu, S., Thomas, W. (2020). Does Audit Regulation Improve Underlying Information Used By Managers? Pcaob International Inspection Access And Management Forecast Accuracy. Nashville, Tn.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Christensen, B., Shu, S., Lei, L., Thomas, W. (2020). Does Audit Regulation Improve The Underlying Information Used By Managers? Evidence From Pcaob Inspection Access And Management Forecast Accuracy. Houston, Tx.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Christensen, B., Shu, S., Lei, L., Thomas, W. (2020). Does Audit Regulation Improve Underlying Information Used By Managers? Pcaob International Inspection Access And Management Forecast Accuracy. San Francisco, Ca.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Keys, B., Zhang, J. (2020). Introducing Rpa In An Undergraduate Ais Course: Three Rpa Exercises On Process Automations In Accounting. Journal Of Emerging Technologies In Accounting.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Weese, M., Edwards, D. J., Smucker, B. J. (2020). Response Surface Experiments: To Reduce Or Not To Reduce? Virtual, United States Of America.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Thomasson, M., Moehling, C. (2020). Votes For Women: An Economic Perspective On Women's Enfranchisement. Journal Of Economic Perspectives.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Nietfeld, C., Yanson, R. (2020). If You Can't Beat Them, Join Them: A Beginner's Guide To Incorporating Smartphones In Classrooms. Southern Management Association, Virtual, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Boulton, T., Smart, S., Zutter, C. (2020). Worldwide Short Selling Regulations And Ipo Underpricing. Journal Of Corporate Finance, 62.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Moul, C., Niemesh, G., Craig, J. (2020). Do Menu Labeling Laws Translate Into Results? Impacts On Population Obesity And Diabetes. Applied Economics, 52 (14), 1592-1605. Doi:10.1080/00036846.2019.1676875.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Brunt, C. S., Hendrickson, J. R., Bowblis, J. (2020). Primary Care Competition And Quality Of Care: Empirical Evidence From Medicare. Health Economics, 29 (9), 1048-1061. Doi:10.1002/Hec.4119.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Bradley, D., Gokkaya, S., Liu, X. (2020). Ties That Bind: The Value Of Professional Connections To Sell-Side Analysts. Management Science, 66 (9), 3799-4358. Doi:10.1287/Mnsc.2019.3391.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Biggerstaff, L., Cicero, D., Wintoki, M.  B. (2020). Insider Trading Patterns. Journal Of Corporate Finance, 64, 101654. Doi:10.1016/J.jcorpfin.2020.101654.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Lindequist, D. (2020). Diversity Taxes. National Tax Association Meetings, N/A, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Lindequist, D. (2020). Riding The Cycle. Missouri Valley Economic Association, N/A, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Wuest, T., Romero, D., Cavuoto, L., Megahed, F. (2020). Empowering The Workforce In Post�Covid-19 Smart Manufacturing Systems. Smart And Sustainable Manufacturing Systems, 4 (3), 281-285. Doi:10.1520/Ssms20200043.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Kinghorn, J., Coleman, D. (2020). Models Of Assessment Across Time. Assessment Institute, Indianapolis.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Raghunathan, R., Yang, Z. Y., Chandrasekaran, D. (2020). How Parental Love Received In Childhood Affects Consumers� Future Financial Discipline. Journal Of The Association For Consumer Research, 5 (3), 248-258. Doi:10.1086/708878.",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,"Delvecchio, D., Wang, J., Brigden, N. (2020). All At Once Or One At A Time? The Effect Of Discount Presentation On Store Patronage Intentions. Psychology & Marketing, 37 (6), 773-781. Doi:Doi.org/10.1002/Mar.21336.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Yang, Z. Y., Janakiraman, N., Hossain, M. T., Grisaffe, D. B. (2020). Differential Effects Of Pay-It-Forward And Direct-Reciprocity On Prosocial Behavior. Journal Of Business Research, 121, 400-408. Doi:10.1016/J.jbusres.2018.11.050.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,"Jester, D. J., Hyer, K., Bowblis, J. (2020). Quality Concerns In Nursing Homes That Serve Large Proportions Of Residents With Serious Mental Illness. The Gerontologist, 60 (7), 1312-1321. Doi:10.1093/Geront/Gnaa044.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Ragani Lamooki, S., Megahed, F., Kang, J., Cavuoto, L. A., Farmer, L. (2020). Challenges And Opportunities For Statistical Monitoring Of Gait Cycle Acceleration Observed From Imu Data For Fatigue Detection. 2020 8th Ieee Ras/Embs International Conference For Biomedical Robotics And Biomechatronics (Biorob).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Cederburg, S., O'doherty, M., Wang, F., Yan, X. (. (2020). On The Performance Of Volatility-Managed Portfolios. Journal Of Financial Economics.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Chen, P. C., Narayanamoorthy, G., Sougiannis, T., Zhou, H. (2020). Analyst Underreaction And The Post-Forecast Revision Drift. Journal Of Business Finance & Accounting. Doi:Https://Doi.org/10.1111/Jbfa.12491.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Burke, Q., Chen, P. C., Lobo, G. (2020). Is Corporate Social Responsibility Performance Related To Conditional Accounting Conservatism? Accounting Horizons, 34 (2), 19-40. Doi:Https://Doi.org/10.2308/Horizons-18-111.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Niemesh, G., Shester, K. (2020). Racial Residential Segregation And Black Low Birth Weight, 1970-2010. Regional Science And Urban Economics.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,"Xu, H., Bowblis, J., Li, Y., Caprio, T. V., Intrator, O. (2020). Construction And Validation Of Risk-Adjusted Rates Of Emergency Department Visits For Long-Stay Nursing Home Residents. Annual Meeting Of The Midwest Decision Sciences Institute, 58 (2), Pp. 174-182.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Xu, H., Bowblis, J., Li, Y., Caprio, T. V., Intrator, O. (2020). Medicaid Nursing Home Policies And Risk-Adjusted Rates Of Emergency Department Visits: Does Rural Location Matter? Journal Of The American Medical Directors Association, 21 (10), 1497-1503. Doi:10.1016/J.jamda.2020.04.027.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Xu, H., Intrator, O., Bowblis, J. (2020). Shortages Of Staff In Nursing Homes During The Covid-19 Pandemic: What Are The Driving Factors? Journal Of The American Medical Directors Association, 21 (10), 1371-1377. Doi:10.1016/J.jamda.2020.08.002.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Eaton, T., Swyers, J. (2020). 10 Tips For New Accounting Professionals In The Pandemic Enviornment. New Accountant.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Eaton, T., Zhang, J., Porwal, S. (2020). An Introduction To Alteryx: A Powerful New Data Wrangling Tool For Accountants. Journal Of Accountancy.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Zhang, J. (2020). The Impact Of Vivid Graphical Presentation Of Financial Information In Digital Annual Reports On Investors' Impressions Of Management And Firm Performance. Journal Of Information Systems, 34 (3), 233-253. Doi:10.2308/Isys-52533.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Zhang, J., Porwal, S., Eaton, T. (2020). Data Preparation For Accountants: Extract, Transform, And Load - With Etl Processes, Cpas Can Prepare Data For Analytics And Visualization.. Journal Of Accountancy.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Hackney, J., Henry, T., Koski, J. (2020). Arbitrage Vs. Informed Short Selling: Evidence From Convertible Bond Issuers. Journal Of Corporate Finance, 65. Doi:Https://Doi.org/10.1016/J.jcorpfin.2020.101687.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Yang, Z. Y., Wang, Y., Hwang, J. (2020). Generation Z In China: Implications For Global Brands. Emerald Group Publishing.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,"Yang, Z., Wang, Y., Hwang, J. (2020). Generation Z In China: Implications For Global Brands. Emerald Group Publishing Limited.",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020,"Crosno, J., Dahlstrom, R., Friend, S. (2020). Assessments Of Equivocal Salesperson Behavior And Their Influences On The Quality Of Buyer-Seller Relationships. Journal Of Personal Selling & Sales Management, 40 (3), 161-179.",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
2020,"Dahlstrom, R., Crosno, J., Liu, Y., Tong, P. (2020). A Meta Review Of Influences Of Network Properties On Exchange Relationships. San Diego, Ca, United States Of America.",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
2020,"Harper, J., Orlova, S., Sun, L. (2020). Determinants Of Capital Structure Complexity. Journal Of Economics And Business, 110 (July-August). Doi:Https://Doi.org/10.1016/J.jeconbus.2020.105905.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Huang, S. S., Bowblis, J. (2020). Workforce Retention And Wages In Nursing Homes: An Analysis Of Managerial Ownership. Journal Of Applied Gerontology, 39 (8), 902-907. Doi:10.1177/0733464818795433.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Kennedy, K. A., Applebaum, R., Bowblis, J. (2020). Facility-Level Factors Associated With Cna Turnover And Retention: Lessons For The Long-Term Services Industry. The Gerontologist, 60 (8), 1436-1444. Doi:10.1093/Geront/Gnaa098.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Nasseh, K., Bowblis, J., Vujicic, M., Huang, S. S. (2020). Consolidation In The Dental Industry: A Closer Look At Dental Payers And Providers. International Journal Of Health Economics And Management, 20 (2), 145-162. Doi:10.1007/S10754-019-09274-X.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Shippee, T. P., Akosionu, O., Ng, W., Woodhouse, M., Duan, Y., Thao, M. S., Bowblis, J. (2020). Covid-19 Pandemic: Exacerbating Racial/Ethnic Disparities In Long-Term Services And Supports. Journal Of Aging & Social Policy, 32 (4-5), 323-333. Doi:10.1080/08959420.2020.1772004.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Bhattacharjee, S., Moreno, K., Pyzoha, J. (2020). The Influence Of Perspective Taking Encouraged By The Audit Committee On Auditor And Client Judgments During Accounting Disputes. 14th Annual North American Research/Teaching Symposium On Purchasing And Supply Chain Management, Tempe: Az.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Pyzoha, J., Taylor, M., Wu, Y. (2020). Can Auditors Pursue Firm-Level Goals Nonconsciously On Audits Of Complex Estimates? An Examination Of The Joint Effects Of Tone At The Top And Management's Specialist. The Accounting Review.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Berg, K., Mark, N. (2020). Uncertainty, Long-Run, And Monetary Policy Risks In A Two-Country Macro Model. National Bureau Of Economic Research Working Paper.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Martinez, W., Weese, M., Jones-Farmer, L. (2020). A One-Class Peeling Method For Multivariate Outlier Detection With Applications In Phase I Spc. Quality And Reliability Engineering International, 36 (4), 1272-1295. Doi:10.1002/Qre.2629.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Wang, L., Jin, M., Yang, Z. Y. (2020). Regulatory Focus And Consumption Of Counterfeit Luxury Goods: Roles Of Functional Theories Of Attitudes And Perceived Similarity. Journal Of Business Research, 107, 50-61. Doi:10.1016/J.jbusres.2019.10.026.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,"Ellram, L., Tate, W. L., Choi, T. Y. (2020). The Conflicted Role Of Purchasing In New Product Development Costing. Journal Of Supply Chain Management, 56 (1), 3-32. Doi:10.1111/Jscm.12217.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Brink, W., Lee, L. (2020). Trust In Cloud-Based Services:  A Framework For Consumer Adoption Of Software As A Service.. Journal Of Information Systems.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Lee, L., Hansen, V., Brink, W. (2020). Tax Retirement Savings Using An Excel Spreadsheet Approach. Issues In Accounting Education.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Wang, Y., Yang, Z. Y., Yasar, M. (2020). A Multilevel Investigation Into The Effect Of Cultural Distance On Bilateral Trade: The Roles Of Product Type And Uncertainty Avoidance. Canadian Journal Of Administrative Sciences / Revue Canadienne Des Sciences De L Administration, 37 (4), 495-512. Doi:10.1002/Cjas.1572.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,"Boulton, T., Braga-Alves, M. (2020). Price Stabilization, Short Selling, And Ipo Secondary Market Liquidity. Quarterly Review Of Economics And Finance.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Boulton, T., Braga-Alves, M. (2020). Short Selling And Dark Pool Volume.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Boulton, T., Braga-Alves, M. (2020). Short Selling And Dark Pool Volume. Financial Management Association, N/A.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Boulton, T., Braga-Alves, M. (2020). Short Selling And Dark Pool Volume. Managerial Finance, 46 (10), 1263-1282.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Weese, M. (2020). Screening With Supersaturated Designs. American Society For Quality Statistics Division Newsletter.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Burke, Q., Warfield, T. D., Wieland, M. (2020). Value Relevance Of Disaggregated Information: An Examination Of The Rate And Volume Analysis Of Bank Net Interest Income. Accounting Horizons, 34 (1), 19-43. Doi:10.2308/Acch-52637.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,"Mourali, M., Yang, Z. (2020). Misperception Of Multiple Risks: The Role Of Categorical Reasoning. Association For Consumer Research.",0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2020,"Burke, Q., Wang, M., Xu, X. (2020). How Does International Trade Affect U.s. Corporate Investment? Evidence From The Asset Tangibility Channel. International Review Of Economics & Finance, 70, 41-54. Doi:10.1016/J.iref.2020.06.040.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,"Burke, Q., Wang, M., Zhao, Y. E. (2020). Nonfinancial Stakeholder Orientation And Conditional Accounting Conservatism. Review Of Pacific Basin Financial Markets And Policies, 23 (04), 2050031. Doi:10.1142/S0219091520500319.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020,"Frank, M. (2020). When Do Auditors' Professional Values Constrain The Biasing Effects Of Self Interest?: An Experimental Investigation. Behavioral Research In Accounting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Bawa, S., Vu, N. (2020). International Effects Of Corporate Tax Cuts On Income Distribution. Review Of International Economics. Doi:Https://Onlinelibrary.wiley.com/Doi/Abs/10.1111/Roie.12485.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,"Yang, Z., Nie, X., Janakiraman, N. (2020). Guilt And Shame: A Meta�Analytic Test Of Their Relative Impact In The Prosocial Domain. Society For Consumer Psychology.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,"Freling, T. H., Yang, Z. Y., Saini, R., Itani, O. S., Rashad Abualsamh, R. (2020). When Poignant Stories Outweigh Cold Hard Facts: A Meta-Analysis Of The Anecdotal Bias. Organizational Behavior And Human Decision Processes, 160, 51-67. Doi:10.1016/J.obhdp.2020.01.006.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Crews, R. (2020). A Guide To Writing In Business. Palgrave Macmillan.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Acton, R. (2020). Community College Program Choices In The Wake Of Local Job Losses. Journal Of Labor Economics.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,"Acton, R. (2020). Effects Of Reduced Community College Tuition On College Choices And Degree Completion. Education Finance And Policy.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,"Azid, T., Burki, U., Dahlstrom, R. (2020). Foundations Of A Sustainable Economy: Moral, Ethical And Religious Perspectives. Routledge Press, A Taylor & Francis Group In London.",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2020,"Dahlstrom, R. (2020). Giving Back To The Community: A Network Analysis Of Social Responsibility Om Retailing. San Diego, Ca, United States Of America.",0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
2020,"Dahlstrom, R. (2020). Teaching Sustainable Marketing: A Review Of Best Practices. Marina Del Ray, Ca (Virtual), United States Of America.",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,"Nixon, T. (2020). Passive Investing: Luck Or Patience? Journal Of Finance And Accountancy, 27, 183-195.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Brink, W., Hansen, V. (2020). The Effect Of Tax Authority Developed Software On Taxpayer Compliance.. Accounting Horizons.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Brink, W. (2020). Special Tax Computation Methods, Tax Credits, And Payment Of Tax. Prentice Hall.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
